gloss_number;gloss_name;instance_id;video_id;split;bbox;signer_id;variation_id;fps;frame_start;frame_end;source;url
0;book;16;7093;test;[25, 0, 220, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_music.swf
0;book;17;7068;train;[234, 17, 524, 414];36;0;25;1;-1;startasl;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/book.mp4
0;book;18;7094;val;[22, 2, 231, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_photography.swf
0;book;19;7095;test;[3, 2, 260, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_science.swf
0;book;20;7096;val;[21, 2, 228, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_spelling.swf
0;book;21;7097;train;[26, 3, 226, 240];49;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book.swf
0;book;22;7070;train;[131, 26, 526, 480];59;0;25;1;-1;asldeafined;https://media.asldeafined.com/vocabulary/1466684225.687.mp4
0;book;23;7098;val;[21, 3, 231, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_trigonometry.swf
0;book;24;7099;val;[162, 54, 528, 400];12;0;25;1;-1;aslsearch;http://www.aslsearch.com/signs/videos/book.mp4
0;book;25;7071;train;[70, 0, 268, 240];14;0;25;1;-1;handspeak;https://www.handspeak.com/word/b/book2.mp4
0;book;26;7072;test;[75, 0, 270, 240];14;0;25;1;-1;handspeak;https://www.handspeak.com/word/b/book.mp4
0;book;27;7073;train;[64, 0, 273, 240];14;0;25;1;-1;handspeak;https://www.handspeak.com/word/b/books-pile.mp4
0;book;28;67424;train;[128, 20, 383, 360];109;0;25;1;-1;asllex;https://youtu.be/3-GrhsVs830
0;book;29;7074;train;[82, 11, 212, 192];11;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/14/14326.mp4
0;book;30;7075;train;[386, 48, 942, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=Kwvw-K6GYW8
0;book;31;7076;train;[362, 43, 945, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=XjWSfh50kAU
0;book;32;7077;train;[25, 4, 223, 240];49;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_accounting.swf
0;book;33;7078;train;[28, 4, 226, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_algebra.swf
0;book;34;7079;train;[15, 2, 238, 240];49;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_anatomy.swf
0;book;35;7080;train;[28, 2, 226, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_art_history.swf
0;book;36;7081;train;[23, 2, 226, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_art.swf
0;book;37;7082;train;[30, 3, 228, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_business.swf
0;book;38;7083;val;[0, 3, 260, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_chemistry.swf
0;book;39;7084;train;[29, 4, 225, 240];18;0;25;1;-1;aslpro;http://www.aslpro.com/main/b/book_coloring.swf
1;drink;0;69302;val;[551, 68, 1350, 1080];115;0;25;1;-1;aslbrick;http://aslbricks.org/New/ASL-Videos/drink.mp4
1;drink;1;65539;train;[153, 11, 488, 370];94;0;25;1;-1;aslsignbank;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4
1;drink;2;70173;val;[142, 20, 501, 480];121;0;25;5710;5831;northtexas;https://www.youtube.com/watch?v=F5Wef1_PtLk
1;drink;3;68538;val;[112, 13, 529, 356];113;0;25;1;71;lillybauer;https://www.youtube.com/watch?v=HZMTQJdBZ9g
1;drink;4;68042;val;[110, 0, 1160, 720];109;0;25;1;-1;valencia-asl;https://www.youtube.com/watch?v=KRc_WYI1DgA
1;drink;5;68660;train;[312, 19, 908, 720];115;0;25;1;54;lillybauer;https://www.youtube.com/watch?v=Lk2Vws8homw
1;drink;6;68041;train;[116, 0, 1166, 720];109;0;25;1;-1;valencia-asl;https://www.youtube.com/watch?v=Nc7rSopCpI8
1;drink;7;17725;train;[300, 63, 882, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=537MWOtCl78
1;drink;8;17726;train;[318, 29, 951, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=6gU3Ln98sWA
1;drink;9;17727;train;[232, 55, 838, 720];65;0;25;1;-1;nabboud;https://www.youtube.com/watch?v=Ddd2ZZNFhVI
1;drink;10;17728;train;[337, 0, 994, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=g3rl9_LYqzI
1;drink;11;17710;train;[196, 15, 521, 414];36;0;25;1;-1;startasl;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4
1;drink;12;17729;train;[350, 0, 999, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=i0opsQ2zB1Q
1;drink;13;17730;test;[334, 0, 997, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=k6cNmM9WgUs
1;drink;14;17731;train;[348, 43, 933, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=LqJM7wcUixQ
1;drink;15;17732;train;[0, 4, 206, 240];44;0;25;1;-1;aslpro;http://www.aslpro.com/main/d/drink.swf
1;drink;16;17733;train;[186, 63, 551, 400];12;0;25;1;-1;aslsearch;http://www.aslsearch.com/signs/videos/drink-alcohol.mp4
1;drink;17;65540;train;[167, 19, 480, 370];94;0;25;1;-1;aslsignbank;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4
1;drink;18;17734;val;[183, 55, 552, 400];12;0;25;1;-1;aslsearch;http://www.aslsearch.com/signs/videos/drink.mp4
1;drink;19;17711;train;[289, 9, 783, 480];52;0;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4
1;drink;20;17712;train;[673, 90, 1571, 1072];6;0;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4
1;drink;21;17713;test;[28, 0, 542, 480];21;0;25;1;-1;asldeafined;https://media.asldeafined.com/vocabulary/1467773819.9825.mp4
1;drink;22;17714;train;[53, 9, 579, 480];20;0;25;1;-1;handspeak;https://www.handspeak.com/word/d/drink2.mp4
1;drink;23;17715;train;[57, 0, 586, 480];14;0;25;1;-1;handspeak;https://www.handspeak.com/word/d/drink-alcohol.mp4
1;drink;24;17716;test;[113, 0, 493, 360];20;0;25;1;-1;handspeak;https://www.handspeak.com/word/d/drink-british.mp4
1;drink;25;17717;train;[112, 0, 509, 360];14;0;25;1;-1;handspeak;https://www.handspeak.com/word/d/drink.mp4
1;drink;26;17718;test;[84, 0, 506, 360];20;0;25;1;-1;handspeak;https://www.handspeak.com/word/d/drink-mug.mp4
1;drink;27;17709;train;[41, 9, 257, 240];2;0;25;1;-1;spreadthesign;https://media.spreadthesign.com/video/mp4/13/153289.mp4
1;drink;28;67594;train;[98, 13, 372, 360];109;0;25;1;-1;asllex;https://youtu.be/yawcLQIhQiE
1;drink;29;17719;train;[124, 0, 542, 360];14;0;25;1;-1;handspeak;https://www.handspeak.com/word/d/drink-plu.mp4
1;drink;30;17720;train;[49, 3, 220, 192];11;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/14/14885.mp4
1;drink;31;17721;train;[66, 19, 209, 192];10;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/23/23388.mp4
1;drink;32;17722;train;[66, 19, 209, 192];10;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/23/23388.mp4
1;drink;33;17723;train;[65, 20, 208, 192];10;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/23/23389.mp4
1;drink;34;17724;val;[68, 18, 220, 192];11;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/7/7796.mp4
2;computer;0;12306;test;[0, 0, 360, 240];9;0;25;5122;5181;asl5200;https://www.youtube.com/watch?v=PPmQd2zWdP0
2;computer;1;68028;train;[111, 0, 1198, 720];109;0;25;1;-1;valencia-asl;https://www.youtube.com/watch?v=H-tAzh-nuV8
2;computer;2;69054;train;[110, 16, 549, 360];113;0;25;1;72;lillybauer;https://www.youtube.com/watch?v=YEFd7zsUNXU
2;computer;3;12328;train;[56, 11, 240, 192];11;1;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/6/6326.mp4
2;computer;4;12329;train;[317, 42, 1077, 720];5;1;25;1;-1;aslu;https://www.youtube.com/watch?v=97IwdVSOQho
2;computer;5;12330;train;[299, 34, 1066, 720];5;1;25;1;-1;aslu;https://www.youtube.com/watch?v=cujhpwWi1yY
2;computer;6;12312;val;[422, 50, 824, 720];38;0;25;1;-1;startasl;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4
2;computer;7;12331;train;[320, 47, 961, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=fY11M3Dxxx0
2;computer;8;12332;test;[331, 67, 869, 720];65;2;25;1;-1;nabboud;https://www.youtube.com/watch?v=lVo6MByRMHY
2;computer;9;12333;val;[256, 28, 1084, 720];5;1;25;1;-1;aslu;https://www.youtube.com/watch?v=-_RSZM-lLXE
2;computer;11;12335;val;[321, 1, 953, 720];5;2;25;1;-1;aslu;https://www.youtube.com/watch?v=vK4GwJaDcWU
2;computer;12;12336;test;[386, 67, 872, 720];65;0;25;1;-1;nabboud;https://www.youtube.com/watch?v=-wmqgdmwySo
2;computer;13;12311;train;[27, 0, 313, 240];56;1;25;1;-1;spreadthesign;https://media.spreadthesign.com/video/mp4/13/51378.mp4
2;computer;14;12337;train;[8, 1, 251, 240];72;1;25;1;-1;aslpro;http://www.aslpro.com/main/c/computer.swf
2;computer;15;12338;train;[221, 42, 501, 400];41;1;25;1;-1;aslsearch;http://www.aslsearch.com/signs/videos/computer.mp4
2;computer;16;12313;train;[409, 51, 833, 720];38;1;25;1;-1;startasl;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4
2;computer;17;12314;train;[257, 38, 1684, 1080];4;0;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4
2;computer;18;12315;val;[436, 35, 1765, 1080];4;1;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4
2;computer;19;12316;train;[412, 18, 1698, 1080];4;2;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4
2;computer;20;12317;train;[473, 44, 1708, 1080];4;2;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4
2;computer;21;12318;train;[365, 45, 1673, 1080];4;0;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4
2;computer;22;12319;train;[494, 99, 1414, 1077];45;2;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4
2;computer;23;12320;test;[74, 19, 565, 480];59;1;25;1;-1;asldeafined;https://media.asldeafined.com/vocabulary/1466901185.5915.mp4
2;computer;24;67519;test;[96, 17, 417, 360];109;1;25;1;-1;asllex;https://youtu.be/u1xoXux2NaE
2;computer;25;12321;train;[115, 0, 561, 480];20;0;25;1;-1;handspeak;https://www.handspeak.com/word/c/computer-arm2.mp4
2;computer;26;12322;train;[107, 0, 534, 480];20;0;25;1;-1;handspeak;https://www.handspeak.com/word/c/computer-arm.mp4
2;computer;27;12323;train;[14, 0, 521, 480];20;2;25;1;-1;handspeak;https://www.handspeak.com/word/c/computer-head.mp4
2;computer;28;12324;train;[120, 9, 522, 360];14;1;25;1;-1;handspeak;https://www.handspeak.com/word/c/computer-old2.mp4
2;computer;30;12326;val;[69, 9, 214, 192];11;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/6/6011.mp4
2;computer;31;12327;train;[63, 0, 218, 192];11;2;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/6/6012.mp4
3;before;0;5724;train;[0, 0, 360, 240];9;0;25;1733;1779;asl5200;https://www.youtube.com/watch?v=pDqITge_TGs
3;before;1;70348;train;[185, 50, 419, 360];121;0;25;4778;4873;northtexas;https://www.youtube.com/watch?v=bq-HmgjGzmw
3;before;2;68007;train;[121, 26, 1003, 720];109;0;25;1;-1;valencia-asl;https://www.youtube.com/watch?v=IYH-gBXXl8I
3;before;3;5744;train;[156, 14, 493, 360];5;1;25;1;-1;aslu;https://www.youtube.com/watch?v=MvtVsr3P098
3;before;5;5746;val;[142, 12, 493, 360];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=PeO4kaKvoVM
3;before;6;5728;train;[624, 70, 1587, 1070];32;0;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4
3;before;7;5747;train;[327, 2, 1071, 720];5;1;25;1;-1;aslu;https://www.youtube.com/watch?v=TQMe2WDz9QE
3;before;8;5748;train;[15, 12, 206, 240];24;1;25;1;-1;aslpro;http://www.aslpro.com/main/b/before.swf
3;before;9;5749;train;[167, 52, 512, 400];12;0;25;1;-1;aslsearch;http://www.aslsearch.com/signs/videos/before3.mp4
3;before;10;5750;val;[171, 52, 513, 400];12;1;25;1;-1;aslsearch;http://www.aslsearch.com/signs/videos/before.mp4
3;before;11;5729;train;[300, 12, 1202, 1080];46;1;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4
3;before;12;5730;train;[712, 64, 1652, 1080];32;1;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4
3;before;13;65167;train;[190, 0, 504, 370];88;1;25;1;-1;aslsignbank;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4
3;before;14;5731;train;[570, 98, 1535, 1080];4;0;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4
3;before;15;5732;train;[103, 25, 528, 480];13;0;25;1;-1;asldeafined;https://media.asldeafined.com/vocabulary/1466681314.2550.mp4
3;before;16;5733;train;[95, 23, 533, 480];13;1;25;1;-1;asldeafined;https://media.asldeafined.com/vocabulary/1466681379.1244.mp4
3;before;17;5734;train;[129, 0, 555, 480];13;0;25;1;-1;asldeafined;https://media.asldeafined.com/vocabulary/1468755772.9751.mp4
3;before;18;5735;test;[30, 4, 550, 480];20;0;25;1;-1;handspeak;https://www.handspeak.com/word/b/before-long.mp4
3;before;19;5736;val;[59, 0, 303, 240];14;1;25;1;-1;handspeak;https://www.handspeak.com/word/b/before.mp4
3;before;20;5727;test;[386, 45, 810, 720];38;1;25;1;-1;startasl;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4
3;before;21;5737;val;[102, 11, 532, 480];20;0;25;1;-1;handspeak;https://www.handspeak.com/word/b/before-past.mp4
3;before;23;5739;test;[74, 23, 209, 192];10;1;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/22/22829.mp4
3;before;24;5740;train;[90, 22, 203, 192];10;1;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/22/22831.mp4
3;before;25;5741;test;[65, 9, 219, 192];11;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/5/5971.mp4
3;before;26;5742;train;[67, 14, 216, 192];11;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/6/6164.mp4
3;before;27;5743;train;[43, 3, 212, 192];11;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/9/9194.mp4
4;chair;0;9847;test;[0, 0, 360, 240];9;0;25;1830;1889;asl5200;https://www.youtube.com/watch?v=PPmQd2zWdP0
4;chair;1;70230;train;[127, 41, 449, 360];121;0;25;2101;2231;northtexas;https://www.youtube.com/watch?v=4Nh1iFv2BMc
4;chair;2;68580;train;[340, 12, 944, 720];115;0;25;1;51;lillybauer;https://www.youtube.com/watch?v=j2hvnGiBrRI
4;chair;3;70263;train;[112, 39, 426, 360];121;0;25;3092;3209;northtexas;https://www.youtube.com/watch?v=WGfiiDgrq1I
4;chair;4;68019;train;[229, 3, 672, 480];110;0;25;1;-1;valencia-asl;https://www.youtube.com/watch?v=zICB0wesqvY
4;chair;6;9865;train;[0, 10, 245, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/chair_stacking.swf
4;chair;7;9866;train;[18, 6, 247, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com/main/c/chair.swf
4;chair;8;9848;train;[40, 6, 266, 240];0;0;25;1;-1;spreadthesign;https://media.spreadthesign.com/video/mp4/13/74909.mp4
4;chair;9;9867;test;[5, 9, 250, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/chair_wood.swf
4;chair;11;9869;train;[183, 55, 560, 400];12;0;25;1;-1;aslsearch;http://www.aslsearch.com/signs/videos/chair.mp4
4;chair;12;9849;train;[388, 56, 806, 720];38;0;25;1;-1;startasl;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4
4;chair;13;9850;train;[667, 144, 1472, 1061];31;0;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4
4;chair;14;9851;val;[102, 22, 563, 480];59;0;25;1;-1;asldeafined;https://media.asldeafined.com/vocabulary/1466729509.9229.mp4
4;chair;15;65328;train;[169, 15, 476, 370];90;0;25;1;-1;aslsignbank;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4
4;chair;17;9853;train;[60, 0, 306, 240];14;0;25;1;-1;handspeak;https://www.handspeak.com/word/c/chair.mp4
4;chair;18;9854;val;[81, 15, 233, 192];11;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/7/7821.mp4
4;chair;19;9855;test;[288, 29, 1001, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=8vc2vD9N4tk
4;chair;20;9856;train;[273, 88, 902, 720];65;0;25;1;-1;nabboud;https://www.youtube.com/watch?v=dXz1i9gTR4w
4;chair;21;67483;val;[92, 19, 395, 360];109;0;25;1;-1;asllex;https://youtu.be/K47c4lIJQvI
4;chair;22;9857;train;[15, 8, 245, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/chair_director.swf
4;chair;23;9858;train;[0, 8, 249, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/chair_folding.swf
4;chair;24;9859;train;[0, 8, 247, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/chair_lawn_folding.swf
4;chair;25;9860;train;[1, 8, 252, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/chair_lawn.swf
4;chair;26;9861;train;[18, 5, 242, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/chair_loveseat.swf
4;chair;27;9862;val;[10, 9, 248, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/chair_recliner.swf
4;chair;28;9863;train;[5, 8, 239, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/chair_rocking_1.swf
5;go;0;24857;test;[0, 0, 360, 240];9;0;25;887;926;asl5200;https://www.youtube.com/watch?v=YdHKN_wHZqo
5;go;1;69345;val;[268, 38, 898, 720];118;0;25;1;-1;aslbrick;http://aslbricks.org/New/ASL-Videos/go.mp4
5;go;2;68292;train;[93, 11, 559, 360];113;0;25;1;65;lillybauer;https://www.youtube.com/watch?v=7IkKMzvSsFM
5;go;3;24955;train;[79, 22, 201, 192];10;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/23/23400.mp4
5;go;4;24956;train;[81, 22, 199, 192];10;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/23/23401.mp4
5;go;8;24941;train;[187, 18, 526, 414];36;0;25;1;-1;startasl;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4
5;go;9;24960;test;[78, 25, 214, 192];10;1;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/23/23517.mp4
5;go;10;24961;train;[78, 25, 214, 192];10;1;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/23/23517.mp4
5;go;11;24962;train;[88, 25, 217, 192];10;1;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/23/23519.mp4
5;go;15;24965;train;[201, 38, 837, 720];65;0;25;1;-1;nabboud;https://www.youtube.com/watch?v=jknOnIhAbNo
5;go;19;24969;train;[239, 20, 942, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=ZEyH-t5ALCs
5;go;21;24970;train;[239, 20, 942, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=ZEyH-t5ALCs
5;go;22;24971;train;[345, 51, 948, 720];65;0;25;1;-1;nabboud;https://www.youtube.com/watch?v=ZyL9f_qoGug
5;go;23;24972;train;[2, 9, 248, 240];25;1;25;1;-1;aslpro;http://www.aslpro.com/main/g/go.swf
5;go;24;65824;train;[149, 9, 591, 370];94;0;25;1;-1;aslsignbank;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4
5;go;25;24973;train;[229, 42, 573, 400];41;0;25;1;-1;aslsearch;http://www.aslsearch.com/signs/videos/go.mp4
5;go;26;24943;train;[283, 19, 812, 480];52;0;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4
5;go;29;24946;val;[607, 62, 1534, 1075];31;0;25;1;-1;signschool;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4
5;go;30;24947;train;[58, 2, 557, 480];21;0;25;1;-1;asldeafined;https://media.asldeafined.com/vocabulary/1468549286.5649.mp4
5;go;31;24948;val;[37, 7, 273, 240];14;0;25;1;-1;handspeak;https://www.handspeak.com/word/g/go.mp4
5;go;33;24940;train;[37, 1, 284, 240];0;0;25;1;-1;spreadthesign;https://media.spreadthesign.com/video/mp4/13/58507.mp4
5;go;34;67715;test;[106, 19, 343, 360];109;0;25;1;-1;asllex;https://youtu.be/QfVrSA3yrSc
5;go;35;24950;train;[4, 9, 525, 480];14;1;25;1;-1;handspeak;https://www.handspeak.com/word/g/go-to2.mp4
5;go;36;24951;train;[13, 1, 526, 480];20;0;25;1;-1;handspeak;https://www.handspeak.com/word/g/go-to.mp4
5;go;37;24952;val;[32, 14, 204, 192];10;1;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/22/22235.mp4
5;go;39;24954;train;[79, 22, 201, 192];10;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/23/23400.mp4
6;clothes;0;11305;test;[0, 0, 360, 240];9;0;25;3938;3997;asl5200;https://www.youtube.com/watch?v=PPmQd2zWdP0
6;clothes;1;68870;train;[348, 11, 932, 720];115;0;25;1;51;lillybauer;https://www.youtube.com/watch?v=RVnoNW53qFU
6;clothes;2;68024;train;[210, 0, 661, 480];110;0;25;1;-1;valencia-asl;https://www.youtube.com/watch?v=Xmrvvk8l3_w
6;clothes;3;11327;train;[0, 5, 255, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/clothes.swf
6;clothes;4;11328;train;[14, 8, 243, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/clothes_winter.swf
6;clothes;5;11310;train;[403, 67, 893, 720];38;0;25;1;-1;startasl;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4
6;clothes;6;11329;train;[12, 7, 236, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/clothes_womens.swf
6;clothes;7;11330;train;[165, 51, 578, 400];12;0;25;1;-1;aslsearch;http://www.aslsearch.com/signs/videos/clothes.mp4
6;clothes;8;11311;test;[70, 21, 614, 480];59;0;25;1;-1;asldeafined;https://media.asldeafined.com/vocabulary/1466899298.7370.mp4
6;clothes;9;11312;train;[42, 0, 612, 480];20;0;25;1;-1;handspeak;https://www.handspeak.com/word/c/clothes.mp4
6;clothes;10;11313;train;[56, 8, 243, 192];11;0;25;1;-1;signingsavvy;https://www.signingsavvy.com/signs/mp4/6/6566.mp4
6;clothes;11;11314;val;[242, 43, 1134, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=06hMAkUdQgg
6;clothes;12;11315;val;[341, 49, 999, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=15czV0-SagI
6;clothes;13;11309;train;[21, 2, 304, 240];42;0;25;1;-1;spreadthesign;https://media.spreadthesign.com/video/mp4/13/399310.mp4
6;clothes;14;11316;train;[320, 28, 968, 720];5;0;25;1;-1;aslu;https://www.youtube.com/watch?v=mda48XkT9gQ
6;clothes;15;11317;train;[3, 6, 240, 240];72;0;25;1;-1;aslpro;http://www.aslpro.com//main/c/clothes_boys.swf
